Compound,lipidClassBase,Tissue,FC,log2FC,absFC,CV,p_value,FDR_BH,FDR,lipid_class
PC O-36:2 b,PC,Plasma_Serum,1.0342714764335164,0.048614915148529524,1.0342714764335164,0.3180386429241067,0.9461272572178361,0.9850753967339455,0.8505846768559042,PL/NL/CAR
PC O-36:3 a,PC,PLT,1.7302634323918462,0.7909917047246455,1.7302634323918462,0.6390276788034335,0.3160328846336563,0.7152614289985909,0.539867117869297,PL/NL/CAR
PC O-36:3 a,PC,Plasma_Serum,1.3639057897664535,0.4477439952926033,1.3639057897664535,0.5423887856568855,0.5149840052402425,0.9160245726048032,0.7909612479049287,PL/NL/CAR
PC O-36:3 b,PC,PLT,1.5865685924801347,0.665909894966086,1.5865685924801347,0.24494197181045288,0.06493591832658645,0.6271798079056198,0.4733846137263097,PL/NL/CAR
PC O-36:3 b,PC,Plasma_Serum,0.9967571046762149,-0.004686111399531594,0.9967571046762149,0.16679433761702567,0.9428876453690596,0.9850753967339455,0.8505846768559042,PL/NL/CAR
PC O-36:4,PC,PLT,1.1582079526197586,0.2118943079718177,1.1582079526197586,0.16850230240988107,0.301924129222194,0.715065948516133,0.539719572537778,PL/NL/CAR
PC O-36:4,PC,Plasma_Serum,0.8941013284357986,-0.1614897536936588,0.8941013284357986,0.2676088246917366,0.7252916883903684,0.9599637883994036,0.8289015150071902,PL/NL/CAR
PC O-36:5,PC,PLT,0.7628004516547023,-0.39062239701565704,0.7628004516547023,0.5109079391163842,0.46162116797653685,0.8158398920061815,0.6157820249818662,PL/NL/CAR
PC O-36:5,PC,Plasma_Serum,0.7672095914770696,-0.38230733817846974,0.7672095914770696,0.7572363053951294,0.34765434969278824,0.9040322266963632,0.7806061972122662,PL/NL/CAR
PC O-38:3,PC,PLT,1.3218993824761733,0.4026123690339432,1.3218993824761733,0.15621122148592909,0.12889765769980355,0.6271798079056198,0.4733846137263097,PL/NL/CAR
PC O-38:3,PC,Plasma_Serum,0.9559141635362695,-0.06504701789505664,0.9559141635362695,0.12899679310612566,0.6604308690679547,0.9598501205666662,0.8288033660562588,PL/NL/CAR
PC O-38:4,PC,PLT,1.4905610979963508,0.575855512511084,1.4905610979963508,0.16507899768070794,0.03354410694530362,0.6271798079056198,0.4733846137263097,PL/NL/CAR
PC O-38:4,PC,Plasma_Serum,0.9480726207871542,-0.07693052348872269,0.9480726207871542,0.22695242272464525,0.676267467438953,0.9598501205666662,0.8288033660562588,PL/NL/CAR
PC O-38:5 a,PC,PLT,1.2275955334489168,0.29583530174562744,1.2275955334489168,0.14916790249186732,0.12934976126425374,0.6271798079056198,0.4733846137263097,PL/NL/CAR
PC O-38:5 a,PC,Plasma_Serum,1.0555797387101507,0.07803556428106181,1.0555797387101507,0.15016271737481227,0.5915209279023115,0.9593329246302861,0.8283567820284008,PL/NL/CAR
PC O-38:5 b,PC,PLT,1.06393007877499,0.08940334038868651,1.06393007877499,0.08324594029685069,0.47097589188873357,0.8221777423057633,0.6205657262077421,PL/NL/CAR
PC O-38:5 b,PC,Plasma_Serum,0.878141482568737,-0.18747469526770635,0.878141482568737,0.21322997460436738,0.46784515132341165,0.9083396565776881,0.7843255407933096,PL/NL/CAR
PC O-38:6,PC,PLT,0.9000487655967786,-0.15192492457985,0.9000487655967786,0.6282362309528019,0.6554682893313726,0.8627418663042332,0.6511828346160718,PL/NL/CAR
PC O-38:6,PC,Plasma_Serum,0.9901141215433789,-0.014333273638658254,0.9901141215433789,0.6306283142235226,0.9648802291471448,0.9850753967339455,0.8505846768559042,PL/NL/CAR
PC O-38:7,PC,PLT,1.0137879142209083,0.01975587018671102,1.0137879142209083,0.12316320439942689,0.8230263250275105,0.936308038303769,0.7067093255463477,PL/NL/CAR
PC O-38:7,PC,Plasma_Serum,1.0335426720494525,0.04759795478487602,1.0335426720494525,0.926804819699968,0.7150716784461424,0.9599637883994036,0.8289015150071902,PL/NL/CAR
PC O-40:5,PC,PLT,1.1678570619506092,0.22386370860642346,1.1678570619506092,0.1254122468212843,0.19681977950523927,0.6568796702008578,0.4958015628422346,PL/NL/CAR
