SAMPLE_ID,Tissue,QC_TYPE,Ga2 18:2;O2/16:0,Ga2 18:2;O2/22:0,Ga2 18:2;O2/24:0,LHex2Cer 18:1;O2,LHexCer 18:1;O2,LysoGb3 18:1;O2,LysoGb3 18:2;O2,LysoGb3(-28),LysoGb3(18),LysoGb3(34),SPBP 16:1;O2,SPBP 17:1;O2,SPBP 18:0;O2,SPBP 18:1;O2,SPBP 18:2;O2,SPBP 19:1;O2,SPBP 20:1;O2
F01A,Serum,SPL,0.14138647337382215,0.06862363499653926,0.08191265637682146,0.008946136625737738,0.026634895868665624,0.3192965199104538,0.05199782918390883,0.00646156977138593,0.03300318838613391,0.015365307645342921,0.13743342817033224,0.047413266796910825,0.2748970343588785,1.523306729059429,0.3995241097106988,0.0416815486416244,0.004256355638745906
F02B,Serum,SPL,0.24730842567460928,0.11188598519511797,0.16089099283944752,0.004641866536139664,0.01657692935225975,0.05473160385054658,0.016944036547560777,0.0020068526676456193,0.007586882036221243,0.0019497471039321256,0.1854628637185599,0.060308592479393006,0.337776912297217,1.774396038139076,0.5107341016473529,0.05568961753016069,0.007297336840374815
F03C,Serum,SPL,0.05166629141668487,0.039352383374120635,0.03374922944999087,0.006150731859233883,0.01293297345928925,0.14023841655420602,0.020528391985881862,0.0027255436355929272,0.0165057614450327,0.007405100522509431,0.1143227000544366,0.03431789390101923,0.21107559719094587,1.4304375476320088,0.36575951859582456,0.03427648008859358,0.005031586826347305
F04D,Serum,SPL,0.06443690654216971,0.049500049500049506,0.04055530371319845,0.004506892895015907,0.019957913573700956,0.045681998939554616,0.011093252916224814,0.0018640641569459173,0.005583907741251326,0.002029758748674443,0.19917719573947962,0.07048987100598589,0.38571496756880286,1.9720404225598043,0.5291741411173928,0.0636066951395732,0.0092687620045399
F05E,Serum,SPL,0.1052143545106528,0.06430563549900743,0.04980815963874013,0.005165398903237219,0.016327613656465595,0.04257031664602866,0.007226251547850698,0.0015920750044224306,0.006306385989739961,0.002759596674332213,0.187687636256986,0.056188549253940775,0.27842855781872816,1.4246278510094013,0.37889853947666957,0.050964320638367956,0.0052177944698808924
F06F,Serum,SPL,0.08052348788126834,0.06300217338858494,0.020503665895693326,0.0024705503240359484,0.01986286655447743,0.003303018368004583,5.281248881091339e-4,1.9692792437967706e-4,3.938558487593541e-4,0.0011547137384081063,0.19750935753396107,0.07205189319630426,0.342898267585735,1.931635192588242,0.4889781388883157,0.07820313209059034,0.007292470775468445
F07G,Serum,SPL,0.2802262189840526,0.05095022163346411,0.03373730891945596,0.008924900003738178,0.019130125976599004,0.3396601996187059,0.06041830211954693,0.008223991626481252,0.04019475907442712,0.014074240215319053,0.1205249795409376,0.04991031098197781,0.2491045401514206,1.60865279607186,0.4104808567956014,0.043428282144596486,0.004308818830131328
F08H,Serum,SPL,0.05590410077898574,0.06383964050820619,0.06774818992707594,0.0026598537080460573,0.022145032023238725,0.004471004094774788,7.262100584467854e-4,1.574913379764113e-4,4.8122353270570124e-4,0.001417422041787702,0.2340728179466806,0.06121613605963493,0.312673407127504,1.4777764323026727,0.4563167684166649,0.05144205275066651,0.008252680337430053
F09I,Serum,SPL,0.08219172808589517,0.07713895791668031,0.06484388383825745,0.0040512450685105846,0.028040554872099437,0.060227802994951854,0.01277945106689857,0.002232896575531328,0.00849488821957324,0.0026725491027870868,0.21463615727084517,0.07137547293712705,0.36049539363467037,1.8472737033033475,0.5237179097743344,0.06214055359404861,0.0064022003994063876
F10J,Serum,SPL,0.3497494866628662,0.06531466317198105,0.0692475891264229,0.004903761387011461,0.017346826329709082,0.05817477225977079,0.015014325595063178,0.0013866441375257126,0.006418968557155451,0.003085512782838672,0.1560119125795198,0.052938052890536005,0.2546772826981345,1.526797578493741,0.4490426185218117,0.04411808591756846,0.006564416170736711
F11K,Serum,SPL,0.1841759122054298,0.045719470766735514,0.029566219265554517,0.0058092526189973985,0.017981438515081206,0.1467956830485833,0.042448850453490825,0.0032693524572874923,0.010607818322435491,0.005114954650917528,0.225758702487906,0.05815316366497453,0.2475588178657774,1.3156612370421563,0.4975703968886781,0.05044021367925908,0.006812228749136144
F12L,Serum,SPL,0.13200785130609693,0.0983439579930808,0.10420677087343758,0.005643492258163422,0.013979380653073739,0.05982676682508048,0.015263299095508201,0.0018588072972558639,0.0051835811743063,0.0027307220604016556,0.31931377699708574,0.08427109735897031,0.344278036959126,1.6273217833047229,0.4659932077093936,0.07549462960514153,0.0064337478542057566
F13M,Serum,SPL,0.13053106837451692,0.08013798998656735,0.09630998075863138,0.0035915606377838623,0.015936543726848124,0.025833467547109034,0.005234337252375583,5.073280721533258e-4,0.002931228861330327,0.0023997423095506523,0.12300552357672292,0.03347495665530537,0.23385767086094153,1.1993963866109447,0.41310943063208,0.027248677834351382,0.004606024286390159
F14N,Serum,SPL,0.01968449432913513,0.04194311483977255,0.03376647873382411,0.004490410310185029,0.017479619795014036,0.003720867300341643,6.25782227784731e-4,1.0147819910022663e-4,6.42695260968102e-4,0.0016913033183371105,0.2936171584158416,0.0635807358378196,0.2917556523561266,1.683522089108911,0.5117341709445548,0.062462389936275196,0.005594183168316832
F15O,Serum,SPL,0.061562957546993466,0.036465863355361984,0.07121568608223636,0.004402029638092678,0.015348297993884204,0.00484727309385396,6.88867233441984e-4,2.2682213784065323e-4,6.720655936019355e-4,0.0018733828421653952,0.27911036314124793,0.06581675711739406,0.2680224976131427,1.5119242528288481,0.4267281395112696,0.05924588308395405,0.005786864671955078
