Sample,,,,,,,,,HexCer d18:1/12:0 (IS) Method,,,,,HexCer d18:1/12:0 (IS) Results,,,,,,,,LHex1Cer d18:1 [264] Method,,,,,LHex1Cer d18:1 [264] Results,,,,,,,,LHex1Cer d18:1 [282] Method,,,,,LHex1Cer d18:1 [282] Results,,,,,,,,LHex2Cer d18:1 [264] Method,,,,,LHex2Cer d18:1 [264] Results,,,,,,,,LHex2Cer d18:1 [282] Method,,,,,LHex2Cer d18:1 [282] Results,,,,,,,,LPC 20:0 (IS) Method,,,,,LPC 20:0 (IS) Results,,,,,,,,LPE 14:0 (IS) Method,,,,,LPE 14:0 (IS) Results,,,,,,,,LPE 14:0 (IS) sn1 Method,,,,,LPE 14:0 (IS) sn1 Results,,,,,,,,LPE 14:0 (IS) sn2 Method,,,,,LPE 14:0 (IS) sn2 Results,,,,,,,,Lyso-Gb3 d18:1 [264] Method,,,,,Lyso-Gb3 d18:1 [264] Results,,,,,,,,Lyso-Gb3 d18:1 [282] Method,,,,,Lyso-Gb3 d18:1 [282] Results,,,,,,,,Lyso-Gb3 d18:1-Gly (IS) [264] Method,,,,,Lyso-Gb3 d18:1-Gly (IS) [264] Results,,,,,,,,Lyso-Gb3 d18:1-Gly (IS) [339] Method,,,,,Lyso-Gb3 d18:1-Gly (IS) [339] Results,,,,,,,,Lyso-Gb3 d18:2 [262] Method,,,,,Lyso-Gb3 d18:2 [262] Results,,,,,,,,Lyso-Gb3 d18:2 [280] Method,,,,,Lyso-Gb3 d18:2 [280] Results,,,,,,,,Lyso-Gb3(+16) [280] Method,,,,,Lyso-Gb3(+16) [280] Results,,,,,,,,Lyso-Gb3(+18) [282] Method,,,,,Lyso-Gb3(+18) [282] Results,,,,,,,,Lyso-Gb3(+34) [282] Method,,,,,Lyso-Gb3(+34) [282] Results,,,,,,,,Lyso-Gb3(+50) [282] Method,,,,,Lyso-Gb3(+50) [282] Results,,,,,,,,Lyso-Gb3(-28) [282] Method,,,,,Lyso-Gb3(-28) [282] Results,,,,,,,,Sph d18:0 d7 (IS) [273] Method,,,,,Sph d18:0 d7 (IS) [273] Results,,,,,,,,Sph d18:0 d7 (IS) [291] Method,,,,,Sph d18:0 d7 (IS) [291] Results,,,,,,,,Sph d18:1 [252] Method,,,,,Sph d18:1 [252] Results,,,,,,,,Sph d18:1 [282] Method,,,,,Sph d18:1 [282] Results,,,,,,,,Sph d18:1 d7 (IS) [259] Method,,,,,Sph d18:1 d7 (IS) [259] Results,,,,,,,,Sph d18:1 d7 (IS) [289] Method,,,,,Sph d18:1 d7 (IS) [289] Results,,,,,,,,Sph d18:2 [250] Method,,,,,Sph d18:2 [250] Results,,,,,,,,Sph d18:2 [280] Method,,,,,Sph d18:2 [280] Results,,,,,,,
,,Name,Data File,Type,Level,Acq. Date-Time,Pos.,Vol.,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N,Int.,Precursor Ion,Product Ion,Collision Energy,Ion Polarity,RT,Area,FWHM,Height,Int. Start,Int. End,MI,S/N
,!,02_P24004_PltLGb3_PBLK_PBLK1,02_P24004_PltLGb3_PBLK_PBLK1.d,Sample,,5/4/2024 5:24 PM,P1-F8,4.00,General,644.5,264.2,35.0,Positive,5.473,419,0.036,110,5.407,5.496,False,1.66,General,462.4,264.2,35.0,Positive,3.241,38,0.038,18,3.230,3.297,False,0.37,General,462.4,282.2,35.0,Positive,3.297,47,0.052,16,3.263,3.330,False,0.15,General,624.4,264.2,35.0,Positive,2.918,105,0.064,29,2.862,2.973,False,0.42,General,624.4,282.3,35.0,Positive,2.962,83,0.050,26,2.918,3.007,False,0.65,General,552.4,184.1,21.0,Positive,5.197,3192,0.076,422,5.030,5.341,False,4.94,General,426.3,285.3,17.0,Positive,3.453,1226,0.127,117,3.331,3.708,True,0.94,General,426.3,285.3,17.0,Positive,3.731,95,0.032,45,3.697,3.742,False,0.38,General,426.3,285.3,17.0,Positive,3.453,415,0.133,93,3.408,3.542,False,0.82,General,786.5,264.2,25.0,Positive,2.881,101,0.086,24,2.781,2.992,False,1.49,General,786.5,282.2,35.0,Positive,2.959,117,0.084,24,2.792,3.059,False,1.23,General,843.5,264.2,55.0,Positive,2.789,19393,0.075,3903,2.634,2.945,False,22.58,General,843.5,339.3,30.0,Positive,2.800,16092,0.080,3117,2.700,2.967,False,23.11,General,784.5,262.2,30.0,Positive,3.049,20,0.053,7,3.016,3.083,False,0.27,General,784.5,280.2,35.0,Positive,2.949,21,0.048,9,2.927,3.005,False,0.07,General,802.3,280.2,38.0,Positive,3.047,10,0.037,4,3.014,3.059,False,0.27,General,804.3,318.2,35.0,Positive,3.036,14,0.053,5,3.002,3.069,False,0.15,General,820.3,334.2,35.0,Positive,3.035,14,0.052,5,2.980,3.069,False,0.30,General,836.3,350.2,35.0,Positive,3.002,9,0.049,4,2.979,3.046,False,0.11,General,758.3,254.2,35.0,Positive,2.039,25,0.053,8,2.006,2.095,False,1.07,General,309.2,273.2,21.0,Positive,3.876,101,0.028,53,3.842,3.887,False,0.08,General,309.2,291.2,21.0,Positive,4.087,6001,0.080,1234,3.987,4.131,False,0.74,General,300.3,252.2,21.0,Positive,3.644,241,0.036,109,3.622,3.700,False,0.29,General,307.2,282.2,5.0,Positive,3.698,43,0.067,11,3.654,3.776,False,0.69,General,307.2,259.2,21.0,Positive,3.587,307,0.009,77,3.532,3.643,False,1.25,General,307.2,289.3,9.0,Positive,3.443,17024,0.134,2256,3.332,3.532,False,0.16,General,298.3,250.2,21.0,Positive,3.322,65,0.040,27,3.289,3.344,False,0.22,General,298.3,280.2,5.0,Positive,3.178,22366,0.144,2677,3.078,3.322,False,0.78
,!,03_P24004_SerumTQC2-2uL,03_P24004_SerumTQC2-2uL.d,Sample,,5/4/2024 5:36 PM,P1-E1,2.00,General,644.5,264.2,35.0,Positive,5.496,105393,0.064,25908,5.373,5.596,False,17.53,General,462.4,264.2,35.0,Positive,3.263,645,0.062,141,3.197,3.352,False,1.32,General,462.4,282.2,35.0,Positive,3.274,2241,0.070,491,3.152,3.352,False,6.98,General,624.4,264.2,35.0,Positive,2.996,58,0.059,21,2.973,3.051,False,0.58,General,624.4,282.3,35.0,Positive,2.951,39,0.031,19,2.918,2.962,False,0.36,General,552.4,184.1,21.0,Positive,5.197,1130315,0.077,253791,5.141,5.341,False,137.46,General,426.3,285.3,17.0,Positive,3.675,16308,0.069,2082,2.664,4.086,False,16.41,General,426.3,285.3,17.0,Positive,3.675,8312,0.067,1997,3.597,3.775,False,12.25,General,426.3,285.3,17.0,Positive,3.497,1932,0.060,433,3.419,3.575,False,2.52,General,786.5,264.2,25.0,Positive,2.948,928,0.105,149,2.870,3.081,False,1.80,General,786.5,282.2,35.0,Positive,2.948,3057,0.079,630,2.792,3.103,False,12.61,General,843.5,264.2,55.0,Positive,2.812,15200,0.068,3539,2.734,2.945,False,23.61,General,843.5,339.3,30.0,Positive,2.812,12945,0.068,2993,2.734,2.978,False,32.38,General,784.5,262.2,30.0,Positive,3.061,10,0.054,3,3.027,3.094,False,0.13,General,784.5,280.2,35.0,Positive,2.983,56,0.063,15,2.916,3.016,False,0.36,General,802.3,280.2,38.0,Positive,2.959,27,0.063,8,2.947,3.036,False,0.14,General,804.3,318.2,35.0,Positive,3.002,321,0.062,83,2.925,3.058,False,3.19,General,820.3,334.2,35.0,Positive,2.958,29,0.054,9,2.902,3.002,False,0.21,General,836.3,350.2,35.0,Positive,3.002,6,0.050,2,2.957,3.024,False,0.08,General,758.3,254.2,35.0,Positive,1.995,173,0.070,40,1.917,2.061,False,1.75,General,309.2,273.2,21.0,Positive,4.164,8801,0.071,1925,4.087,4.231,False,1.51,General,309.2,291.2,21.0,Positive,4.176,10600,0.130,1585,4.087,4.264,False,0.65,General,300.3,252.2,21.0,Positive,3.689,17691,0.066,4283,3.611,3.789,False,10.17,General,307.2,282.2,5.0,Positive,3.665,6887,0.060,1767,3.587,3.809,False,57.28,General,307.2,259.2,21.0,Positive,3.665,509198,0.062,130891,3.576,3.843,False,742.90,General,307.2,289.3,9.0,Positive,3.665,6319689,0.062,1616766,3.587,3.821,False,170.98,General,298.3,250.2,21.0,Positive,3.700,12649,0.075,2620,3.622,3.800,False,3.99,General,298.3,280.2,5.0,Positive,3.389,18276,0.093,3268,3.333,3.511,False,0.28
,!,04_P24004_SerumTQC2-2uL,04_P24004_SerumTQC2-2uL.d,Sample,,5/4/2024 5:47 PM,P1-E1,2.00,General,644.5,264.2,35.0,Positive,5.496,108555,0.064,26650,5.329,5.596,False,18.38,General,462.4,264.2,35.0,Positive,3.274,864,0.076,166,3.197,3.363,False,2.28,General,462.4,282.2,35.0,Positive,3.274,2409,0.065,485,3.197,3.486,False,3.85,General,624.4,264.2,35.0,Positive,3.051,161,0.038,45,2.996,3.085,False,1.09,General,624.4,282.3,35.0,Positive,3.018,22,0.036,9,2.984,3.029,False,0.09,General,552.4,184.1,21.0,Positive,5.197,1126650,0.076,256423,5.141,5.374,False,147.62,General,426.3,285.3,17.0,Positive,3.675,17342,0.066,2161,2.642,4.453,False,22.27,General,426.3,285.3,17.0,Positive,3.675,9029,0.063,2121,3.608,3.831,False,15.03,General,426.3,285.3,17.0,Positive,3.497,2196,0.064,476,3.419,3.575,False,3.31,General,786.5,264.2,25.0,Positive,2.948,1061,0.105,149,2.859,3.126,False,5.43,General,786.5,282.2,35.0,Positive,2.948,3981,0.078,769,2.792,3.215,False,19.25,General,843.5,264.2,55.0,Positive,2.812,14880,0.066,3523,2.723,2.978,False,100.81,General,843.5,339.3,30.0,Positive,2.823,12873,0.067,2981,2.734,2.956,False,37.60,General,784.5,262.2,30.0,Positive,3.049,24,0.039,9,2.983,3.061,False,0.37,General,784.5,280.2,35.0,Positive,3.061,49,0.056,13,2.983,3.105,False,0.33,General,802.3,280.2,38.0,Positive,3.047,7,0.038,3,3.014,3.059,False,0.09,General,804.3,318.2,35.0,Positive,2.991,631,0.062,164,2.925,3.091,False,7.52,General,820.3,334.2,35.0,Positive,3.069,9,0.054,3,3.035,3.102,False,0.19,General,836.3,350.2,35.0,Positive,3.068,9,0.056,4,3.035,3.090,False,0.19,General,758.3,254.2,35.0,Positive,2.006,179,0.062,49,1.950,2.072,False,3.30,General,309.2,273.2,21.0,Positive,3.864,815,0.049,269,3.798,3.876,False,0.22,General,309.2,291.2,21.0,Positive,4.176,12060,0.109,1999,4.087,4.242,False,0.62,General,300.3,252.2,21.0,Positive,3.689,15903,0.054,4176,3.622,3.777,False,9.34,General,307.2,282.2,5.0,Positive,3.676,6914,0.064,1736,3.587,3.776,False,72.55,General,307.2,259.2,21.0,Positive,3.665,499127,0.062,127768,3.587,3.821,False,853.05,General,307.2,289.3,9.0,Positive,3.665,6259457,0.063,1572446,3.587,3.832,False,163.77,General,298.3,250.2,21.0,Positive,3.700,12931,0.068,2739,3.622,3.822,False,5.53,General,298.3,280.2,5.0,Positive,3.389,14198,0.111,2267,3.333,3.511,False,0.16
,!,05_P24004_SerumTQC2-2uL,05_P24004_SerumTQC2-2uL.d,Sample,,5/4/2024 5:59 PM,P1-E1,2.00,General,644.5,264.2,35.0,Positive,5.496,106336,0.065,25621,5.340,5.607,False,15.09,General,462.4,264.2,35.0,Positive,3.252,972,0.078,196,3.197,3.397,False,1.48,General,462.4,282.2,35.0,Positive,3.263,1906,0.072,423,3.197,3.352,False,4.89,General,624.4,264.2,35.0,Positive,3.073,214,0.068,56,3.018,3.118,False,0.51,General,624.4,282.3,35.0,Positive,3.018,160,0.056,49,2.951,3.040,False,0.57,General,552.4,184.1,21.0,Positive,5.197,1123514,0.078,251137,5.141,5.352,False,142.01,General,426.3,285.3,17.0,Positive,3.686,16782,0.066,2253,2.586,4.064,False,19.43,General,426.3,285.3,17.0,Positive,3.686,8593,0.058,2145,3.608,3.764,False,14.05,General,426.3,285.3,17.0,Positive,3.497,2214,0.064,534,3.419,3.575,False,4.31,General,786.5,264.2,25.0,Positive,2.948,1319,0.091,203,2.837,3.081,False,6.14,General,786.5,282.2,35.0,Positive,2.959,3362,0.073,675,2.615,3.103,False,20.67,General,843.5,264.2,55.0,Positive,2.812,15553,0.068,3602,2.678,2.956,False,29.64,General,843.5,339.3,30.0,Positive,2.812,13079,0.067,3038,2.723,2.945,False,26.22,General,784.5,262.2,30.0,Positive,3.016,7,0.056,2,2.983,3.049,False,0.03,General,784.5,280.2,35.0,Positive,3.327,46,0.044,21,3.305,3.349,False,0.49,General,802.3,280.2,38.0,Positive,2.947,12,0.037,5,2.914,2.959,False,0.28,General,804.3,318.2,35.0,Positive,2.991,521,0.062,132,2.925,3.091,False,3.29,General,820.3,334.2,35.0,Positive,3.069,49,0.069,13,3.013,3.124,False,0.54,General,836.3,350.2,35.0,Positive,3.002,36,0.053,12,2.968,3.035,False,0.45,General,758.3,254.2,35.0,Positive,1.984,69,0.041,26,1.917,1.995,False,0.60,General,309.2,273.2,21.0,Positive,4.176,10512,0.072,2225,4.087,4.242,False,1.81,General,309.2,291.2,21.0,Positive,4.176,15468,0.133,2373,4.087,4.264,False,0.77,General,300.3,252.2,21.0,Positive,3.688,16381,0.062,4269,3.622,3.777,False,9.64,General,307.2,282.2,5.0,Positive,3.665,6111,0.062,1556,3.532,3.787,False,56.64,General,307.2,259.2,21.0,Positive,3.665,502063,0.062,128364,3.587,3.865,False,1059.00,General,307.2,289.3,9.0,Positive,3.665,6375309,0.063,1604542,3.587,3.832,False,162.52,General,298.3,250.2,21.0,Positive,3.700,14211,0.069,2911,3.622,3.822,False,4.05,General,298.3,280.2,5.0,Positive,3.389,10735,0.076,2342,3.322,3.444,False,0.17
!,!,06_P24004_PltLGb3_PBLK_PBLK1,06_P24004_PltLGb3_PBLK_PBLK1.d,Sample,,5/4/2024 6:10 PM,P1-F7,4.00,General,644.5,264.2,35.0,Positive,,,,,,,False,,General,462.4,264.2,35.0,Positive,,,,,,,False,,General,462.4,282.2,35.0,Positive,,,,,,,False,,General,624.4,264.2,35.0,Positive,,,,,,,False,,General,624.4,282.3,35.0,Positive,,,,,,,False,,General,552.4,184.1,21.0,Positive,,,,,,,False,,General,426.3,285.3,17.0,Positive,,,,,,,False,,General,426.3,285.3,17.0,Positive,,,,,,,False,,General,426.3,285.3,17.0,Positive,,,,,,,False,,General,786.5,264.2,25.0,Positive,,,,,,,False,,General,786.5,282.2,35.0,Positive,,,,,,,False,,General,843.5,264.2,55.0,Positive,,,,,,,False,,General,843.5,339.3,30.0,Positive,,,,,,,False,,General,784.5,262.2,30.0,Positive,,,,,,,False,,General,784.5,280.2,35.0,Positive,,,,,,,False,,General,802.3,280.2,38.0,Positive,,,,,,,False,,General,804.3,318.2,35.0,Positive,,,,,,,False,,General,820.3,334.2,35.0,Positive,,,,,,,False,,General,836.3,350.2,35.0,Positive,,,,,,,False,,General,758.3,254.2,35.0,Positive,,,,,,,False,,General,309.2,273.2,21.0,Positive,,,,,,,False,,General,309.2,291.2,21.0,Positive,,,,,,,False,,General,300.3,252.2,21.0,Positive,,,,,,,False,,General,307.2,282.2,5.0,Positive,,,,,,,False,,General,307.2,259.2,21.0,Positive,,,,,,,False,,General,307.2,289.3,9.0,Positive,,,,,,,False,,General,298.3,250.2,21.0,Positive,,,,,,,False,,General,298.3,280.2,5.0,Positive,,,,,,,False,
,!,07_P24004_PltLGb3_EQC-TQC01-2uL,07_P24004_PltLGb3_EQC-TQC01-2uL.d,Sample,,5/4/2024 6:11 PM,P1-F1,2.00,General,644.5,264.2,35.0,Positive,5.496,34973,0.064,8333,5.362,5.629,False,21.35,General,462.4,264.2,35.0,Positive,3.263,692,0.055,167,3.197,3.341,False,2.56,General,462.4,282.2,35.0,Positive,3.263,2144,0.073,498,3.174,3.352,False,7.45,General,624.4,264.2,35.0,Positive,2.973,75,0.055,26,2.918,2.996,False,0.77,General,624.4,282.3,35.0,Positive,3.007,18,0.043,8,2.984,3.051,False,0.16,General,552.4,184.1,21.0,Positive,5.197,1386271,0.064,343324,5.119,5.363,False,166.01,General,426.3,285.3,17.0,Positive,3.675,604255,0.064,119395,3.419,4.497,True,749.58,General,426.3,285.3,17.0,Positive,3.675,480180,0.063,119482,3.597,3.931,False,771.57,General,426.3,285.3,17.0,Positive,3.497,126118,0.064,31116,3.408,3.597,False,217.55,General,786.5,264.2,25.0,Positive,2.981,24,0.053,8,2.926,3.070,False,0.91,General,786.5,282.2,35.0,Positive,2.948,189,0.078,42,2.837,3.003,True,1.36,General,843.5,264.2,55.0,Positive,2.812,18485,0.066,4331,2.723,2.945,False,28.47,General,843.5,339.3,30.0,Positive,2.812,14866,0.066,3519,2.734,2.945,False,33.81,General,784.5,262.2,30.0,Positive,3.072,7,0.056,2,3.038,3.116,False,0.10,General,784.5,280.2,35.0,Positive,3.005,21,0.053,7,2.961,3.038,False,0.14,General,802.3,280.2,38.0,Positive,3.081,10,0.054,3,3.047,3.125,False,0.15,General,804.3,318.2,35.0,Positive,3.036,6,0.057,2,2.980,3.069,False,0.21,General,820.3,334.2,35.0,Positive,2.969,10,0.055,3,2.935,3.002,False,0.16,General,836.3,350.2,35.0,Positive,3.035,10,0.055,3,2.990,3.079,False,0.23,General,758.3,254.2,35.0,Positive,2.106,69,0.069,18,2.028,2.161,False,3.21,General,309.2,273.2,21.0,Positive,3.920,85449,0.063,21810,3.842,4.031,False,37.08,General,309.2,291.2,21.0,Positive,3.920,489949,0.063,124004,3.831,4.031,False,32.47,General,300.3,252.2,21.0,Positive,3.700,13557,0.059,3300,3.622,3.811,False,11.48,General,307.2,282.2,5.0,Positive,3.676,2126,0.065,540,3.598,3.765,False,25.24,General,307.2,259.2,21.0,Positive,3.676,150491,0.064,36889,3.587,3.798,False,214.04,General,307.2,289.3,9.0,Positive,3.676,1947569,0.065,472718,3.587,3.832,False,52.67,General,298.3,250.2,21.0,Positive,3.289,93,0.058,30,3.255,3.322,False,0.26,General,298.3,280.2,5.0,Positive,3.422,10470,0.091,1982,3.322,3.467,False,0.94
,,08_P24004_PltLGb3_EQC-TQC01-2uL,08_P24004_PltLGb3_EQC-TQC01-2uL.d,Sample,,5/4/2024 6:23 PM,P1-F1,2.00,General,644.5,264.2,35.0,Positive,5.496,31681,0.062,7818,5.340,5.596,False,22.03,General,462.4,264.2,35.0,Positive,3.274,849,0.083,160,3.185,3.363,False,3.70,General,462.4,282.2,35.0,Positive,3.274,1589,0.062,383,3.197,3.352,False,4.34,General,624.4,264.2,35.0,Positive,3.084,63,0.060,19,3.018,3.118,False,0.61,General,624.4,282.3,35.0,Positive,3.084,179,0.068,48,3.018,3.129,False,0.83,General,552.4,184.1,21.0,Positive,5.197,1387583,0.063,346481,5.119,5.341,False,155.69,General,426.3,285.3,17.0,Positive,3.675,604102,0.063,119223,3.419,4.508,True,1035.48,General,426.3,285.3,17.0,Positive,3.675,477118,0.063,119256,3.597,3.886,False,946.51,General,426.3,285.3,17.0,Positive,3.497,128393,0.064,31792,3.342,3.586,False,318.73,General,786.5,264.2,25.0,Positive,2.937,27,0.057,7,2.870,3.048,False,0.46,General,786.5,282.2,35.0,Positive,2.937,289,0.060,65,2.837,3.126,False,4.46,General,843.5,264.2,55.0,Positive,2.812,18582,0.064,4446,2.734,3.001,False,40.05,General,843.5,339.3,30.0,Positive,2.812,15480,0.065,3647,2.734,2.945,False,28.47,General,784.5,262.2,30.0,Positive,3.005,38,0.068,12,2.961,3.038,False,0.68,General,784.5,280.2,35.0,Positive,2.983,17,0.055,5,2.938,3.016,False,0.10,General,802.3,280.2,38.0,Positive,2.981,9,0.067,3,2.947,3.014,False,0.13,General,804.3,318.2,35.0,Positive,3.014,10,0.038,4,2.969,3.025,False,0.31,General,820.3,334.2,35.0,Positive,3.024,3,0.055,1,2.991,3.058,False,0.07,General,836.3,350.2,35.0,Positive,2.957,32,0.056,9,2.901,3.002,False,0.91,General,758.3,254.2,35.0,Positive,1.972,5,0.037,3,1.961,2.017,False,0.17,General,309.2,273.2,21.0,Positive,3.920,87326,0.064,21659,3.809,4.020,False,33.00,General,309.2,291.2,21.0,Positive,3.920,476600,0.063,121208,3.842,4.031,False,29.32,General,300.3,252.2,21.0,Positive,3.700,13984,0.066,3163,3.611,3.833,False,11.16,General,307.2,282.2,5.0,Positive,3.676,1811,0.071,409,3.598,3.787,False,32.28,General,307.2,259.2,21.0,Positive,3.676,147505,0.063,36740,3.576,3.821,False,195.41,General,307.2,289.3,9.0,Positive,3.676,1919402,0.065,467612,3.587,3.821,False,51.56,General,298.3,250.2,21.0,Positive,3.400,446,0.056,127,3.344,3.455,False,1.36,General,298.3,280.2,5.0,Positive,3.411,14282,0.164,1692,3.322,3.522,False,0.62
,!,09_P24004_PltLGb3_EQC-TQC01-2uL,09_P24004_PltLGb3_EQC-TQC01-2uL.d,Sample,,5/4/2024 6:34 PM,P1-F1,2.00,General,644.5,264.2,35.0,Positive,5.496,33593,0.061,8323,5.373,5.618,False,23.51,General,462.4,264.2,35.0,Positive,3.263,1001,0.060,244,3.197,3.363,False,5.33,General,462.4,282.2,35.0,Positive,3.274,1749,0.070,401,3.174,3.352,False,4.70,General,624.4,264.2,35.0,Positive,3.018,9,0.026,5,2.984,3.029,False,0.06,General,624.4,282.3,35.0,Positive,3.018,15,0.038,6,2.984,3.029,False,0.10,General,552.4,184.1,21.0,Positive,5.197,1395880,0.063,350073,5.119,5.363,False,154.70,General,426.3,285.3,17.0,Positive,3.675,585560,0.065,115673,3.431,4.508,True,314.10,General,426.3,285.3,17.0,Positive,3.675,471135,0.064,115952,3.597,3.953,False,900.28,General,426.3,285.3,17.0,Positive,3.497,126187,0.063,31431,3.353,3.597,False,242.31,General,786.5,264.2,25.0,Positive,2.948,30,0.052,9,2.892,3.003,False,1.19,General,786.5,282.2,35.0,Positive,2.926,275,0.072,46,2.859,3.103,False,1.43,General,843.5,264.2,55.0,Positive,2.812,18419,0.064,4450,2.723,2.989,False,22.88,General,843.5,339.3,30.0,Positive,2.812,14707,0.065,3447,2.734,2.956,False,26.68,General,784.5,262.2,30.0,Positive,2.994,10,0.049,4,2.972,3.038,False,0.33,General,784.5,280.2,35.0,Positive,3.038,16,0.058,6,3.005,3.083,False,0.11,General,802.3,280.2,38.0,Positive,3.014,27,0.058,8,2.981,3.059,False,0.39,General,804.3,318.2,35.0,Positive,2.969,13,0.054,4,2.936,3.002,False,0.28,General,820.3,334.2,35.0,Positive,2.991,3,0.054,1,2.969,3.024,False,0.05,General,836.3,350.2,35.0,Positive,3.202,3,0.062,1,3.168,3.246,False,0.08,General,758.3,254.2,35.0,Positive,2.006,17,0.055,5,1.961,2.050,False,0.42,General,309.2,273.2,21.0,Positive,3.920,87534,0.062,22727,3.842,4.087,False,36.32,General,309.2,291.2,21.0,Positive,3.920,477442,0.063,122063,3.842,4.020,False,28.31,General,300.3,252.2,21.0,Positive,3.700,14374,0.063,3389,3.622,3.833,False,9.67,General,307.2,282.2,5.0,Positive,3.676,2208,0.062,543,3.598,3.776,False,31.69,General,307.2,259.2,21.0,Positive,3.676,153327,0.063,38347,3.587,3.843,False,235.48,General,307.2,289.3,9.0,Positive,3.676,1946532,0.064,480579,3.587,3.832,False,56.11,General,298.3,250.2,21.0,Positive,3.433,175,0.042,61,3.378,3.455,False,0.28,General,298.3,280.2,5.0,Positive,3.411,7517,0.072,1653,3.322,3.433,False,0.44
